latitude,longitude
49.23557547863831,-126.3183790969112
49.35456349845534,-126.68154265802251
49.472402658928075,-127.04645398092076
49.58908273364618,-127.41311161686805
49.70459348028501,-127.7815136807992
49.81892464330963,-128.15165784224138
49.932065956758194,-128.52354131630477
50.04400714710485,-128.897160854757
50.15473793620183,-129.27251273719432
50.264248044300665,-129.64959276232344
50.37252719315219,-130.02839623936802
50.47956510918472,-130.40891797961345
50.58535152676002,-130.79115228810562
50.68987619150626,-131.1750929555176
50.79312886372701,-131.5607332502002
50.89509932188558,-131.94806591043155
50.995777366163274,-132.33708313688183
51.09515282209049,-132.72777658530873
51.19321554424923,-133.1201373595003
51.289955420045374,-133.51415600448146
51.385362373549135,-133.90982250000056
51.479426369401736,-134.30712625431292
51.57213741678637,-134.70605609827803
51.66348557346111,-135.10660027978702
51.75346094985164,-135.50874645853773
51.84205371320117,-135.9124817011734
51.929254091774794,-136.31779247680248
52.01505237911571,-136.72466465291572
52.09943893835001,-137.1330834917171
52.18240420653712,-137.54303364688474
52.26393869906242,-137.95449916077808
52.344033014068614,-138.3674634621069
52.422677836922205,-138.78190936407728
52.49986394471132,-139.1978190630299
52.575582210770776,-139.61517413758511
52.64982360923047,-140.03395554830854
52.7225792195827,-140.454143637911
52.793840231264134,-140.87571813199554
52.86359794824765,-141.29865814036395
52.931843793639835,-141.722942158894
52.99856931427871,-142.1485480719985
53.063766185327395,-142.57545315567617
53.12742621485819,-143.00363408116314
53.18954134842227,-143.43306691919386
53.250103673599526,-143.8637271448781
53.30910542452341,-144.29558964320097
53.36653898637516,-144.72862871515073
53.42239689984219,-145.1628180844789
53.47667186553493,-145.59813090509556
53.52935674835658,-146.034539769102
53.580444581820096,-146.472016715461
53.629928572307,-146.91053323930498
53.67780210326196,-147.35006030187944
53.724058739317876,-147.79056834111944
53.768692230345486,-148.23202728285423
53.81169651542217,-148.67440655263502
53.85306572671403,-149.11767508817815
53.89279419326606,-149.56180135241638
53.93087644469455,-150.00675334714782
53.967307214776696,-150.45249862727198
54.002081444931804,-150.89900431560082
54.035194287589036,-151.34623711823068
54.06664110943656,-151.79416334046064
54.09641749454717,-152.24274890324097
54.12451924737548,-152.69195936013398
54.15094239562224,-153.1417599147689
54.175683192960896,-153.59211543877058
54.198738121622604,-154.04299049014097
54.22010389483505,-154.49434933207118
54.2397774591116,-154.94615595216095
54.25775599638684,-155.39837408202044
54.274036925995084,-155.85096721723036
54.288617906488675,-156.30389863763253
54.30149683729312,-156.75713142792506
54.31267186019619,-157.2106284985335
54.32214136066864,-157.66435260672955
54.3299039690144,-158.11826637796798
54.33595856134814,-158.57233232741203
54.3403042603988,-159.0265128816163
54.34294043613753,-159.4807704003374
54.343866706229136,-159.93506719844015
54.34308293630626,-160.38936556786834
54.340589240065675,-160.84362779964874
54.336385979186836,-161.29781620589625
54.330473763072455,-161.75189314178874
54.322853448411855,-162.20582102747989
54.31352613856765,-162.65956236991872
54.302493182786854,-163.1130797845447
54.2897561752377,-163.5663360168271
54.27531695387381,-164.01929396361905
54.259177599127625,-164.4719166942952
54.241340432435166,-164.92416747164512
54.2218080145947,-165.3760097724919
54.20058314396191,-165.82740730800987
