latitude,longitude
49.45865035965047,4.353228608357226
49.69263513072169,4.149323328673018
49.92624796792338,3.943452408249744
50.15948238931711,3.7355835084828715
50.39233177285291,3.5256836937631246
50.62478935281413,3.313719420247569
50.85684821616805,3.0996565245055914
51.08850129882023,2.883460212045856
51.31974138177005,2.665095045731536
51.55056108716522,2.4445249340916306
51.78095287425286,2.2217131195372906
52.010909035224785,1.9966221664929633
52.240421690954626,1.7692139494531252
52.469482786624305,1.5394496409765885
52.698084087237575,1.3072896996314305
52.926217173018124,1.0726938579049623
53.153873434689935,0.8356211100944542
53.38104406863743,0.5960297001957109
53.6077200719431,0.35387710980829556
53.83389223730027,0.10912004607761538
54.05955114779868,-0.13828557030394073
54.28468717158074,-0.3883846170128926
54.50929045636603,-0.6412227819016261
54.733350923842295,-0.8968465746685039
54.9568582639205,-1.1553033383605298
55.179801928852285,-1.4166412606761973
55.40217112720783,-1.6809093850330283
55.62395481771259,-1.9481576213620517
55.84514170294107,-2.218436756588355
56.065720222866545,-2.491798464753872
56.285678548265224,-2.7682953167354274
56.5050045739741,-3.0479807895076956
56.72368591200153,-3.3309092748969293
56.941709884489995,-3.6171360877677783
57.15906351653102,-3.9067174735815344
57.375733528831965,-4.199710615259524
57.59170633023548,-4.496173639281662
57.80696801009208,-4.796165620944731
58.02150433048719,-5.099746588700673
58.23530071832439,-5.406977527489757
58.44834225726686,-5.71792038097811
58.66061367953973,-6.032638052603594
58.87209935759677,-6.351194405328056
59.08278329565512,-6.673654259987804
59.292649121102926,-7.00008339212789
59.501680075784925,-7.33054852719908
59.70985900717251,-7.66511733398939
59.917168359425034,-8.00385841615519
60.1235901643506,-8.346841301709244
60.32910603227508,-8.694136430315567
60.53369714282978,-9.045815138233273
60.73734423566877,-9.401949640743307
60.940027601128605,-9.762613011884042
61.141727070844155,-10.12787916131327
61.3424220083361,-10.49782280810565
61.542091299586545,-10.872519451286209
61.74071334362175,-11.252045336891843
61.93826604312166,-11.6364774213443
62.13472679507863,-12.025893330909515
62.330072481529214,-12.420371317009916
62.52427946038494,-12.819990207148006
62.7173235563905,-13.224829351191868
62.90918005223957,-13.634968562765344
63.099823679881354,-14.050488055479004
63.28922861205309,-14.471468373731383
63.47736845407659,-14.897990317804094
63.66421623595949,-15.330134862969704
63.8497444048449,-15.7679830723274
64.03392481785576,-16.211616003078444
64.21672873538381,-16.661114605952452
64.3981268148756,-17.11655961749528
64.57808910517153,-17.578031444931227
64.75658504145738,-18.045610043316493
64.93358344089054,-18.519374784706343
65.10905249896723,-18.999404319067157
65.2829597866999,-19.485776426675727
65.45527224867782,-19.97856786176226
65.62595620208668,-20.47785418717103
65.79497733676733,-20.983709599833528
65.96230071639572,-21.4962067468739
66.12789078087064,-22.015416532195147
66.29171134999774,-22.54140791342862
66.45372562856184,-23.07424768916682
66.61389621288139,-23.61400027644315
66.7721850989419,-24.160727478470786
66.92855369220663,-24.714488242706906
